id,brand,series,material,model,windowType,size,glassType,priceRangeLow,priceRangeHigh,energyRating,uFactor,shgc,warrantyYears,installationIncluded,climateZones,features,popularityScore,customerRating,link
1844,Andersen,A-Series,Wood,A-Series Casement,Casement,24x36,Triple Pane Low-E,777,913,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1845,Andersen,A-Series,Wood,A-Series Casement,Casement,36x48,Double Pane,607,713,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1846,Andersen,A-Series,Wood,A-Series Casement,Casement,36x48,Double Pane Low-E,698,820,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1847,Andersen,A-Series,Wood,A-Series Casement,Casement,36x48,Triple Pane,850,998,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1848,Andersen,A-Series,Wood,A-Series Casement,Casement,36x48,Triple Pane Low-E,972,1140,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1849,Andersen,A-Series,Wood,A-Series Casement,Casement,48x60,Double Pane,789,927,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1850,Andersen,A-Series,Wood,A-Series Casement,Casement,48x60,Double Pane Low-E,908,1066,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1851,Andersen,A-Series,Wood,A-Series Casement,Casement,48x60,Triple Pane,1105,1297,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1852,Andersen,A-Series,Wood,A-Series Casement,Casement,48x60,Triple Pane Low-E,1263,1483,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1853,Andersen,A-Series,Wood,A-Series Casement,Casement,60x72,Double Pane,972,1140,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1854,Andersen,A-Series,Wood,A-Series Casement,Casement,60x72,Double Pane Low-E,1117,1311,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1855,Andersen,A-Series,Wood,A-Series Casement,Casement,60x72,Triple Pane,1360,1596,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1856,Andersen,A-Series,Wood,A-Series Casement,Casement,60x72,Triple Pane Low-E,1555,1825,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1809,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,24x36,Double Pane,442,518,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1810,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,24x36,Double Pane Low-E,508,596,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1811,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,24x36,Triple Pane,618,726,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1812,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,24x36,Triple Pane Low-E,707,829,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1813,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,36x48,Double Pane,552,648,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1814,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,36x48,Double Pane Low-E,635,745,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1815,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,36x48,Triple Pane,773,907,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1816,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,36x48,Triple Pane Low-E,883,1037,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1817,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,48x60,Double Pane,718,842,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1818,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,48x60,Double Pane Low-E,825,969,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1819,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,48x60,Triple Pane,1005,1179,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1820,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,48x60,Triple Pane Low-E,1148,1348,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1821,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,60x72,Double Pane,883,1037,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1822,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,60x72,Double Pane Low-E,1016,1192,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1823,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,60x72,Triple Pane,1236,1452,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1824,Andersen,A-Series,Wood,A-Series Double-Hung,Double-Hung,60x72,Triple Pane Low-E,1413,1659,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1873,Andersen,A-Series,Wood,A-Series Picture,Picture,24x36,Double Pane,375,441,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1874,Andersen,A-Series,Wood,A-Series Picture,Picture,24x36,Double Pane Low-E,431,507,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1875,Andersen,A-Series,Wood,A-Series Picture,Picture,24x36,Triple Pane,525,617,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1876,Andersen,A-Series,Wood,A-Series Picture,Picture,24x36,Triple Pane Low-E,601,705,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1877,Andersen,A-Series,Wood,A-Series Picture,Picture,36x48,Double Pane,469,551,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1878,Andersen,A-Series,Wood,A-Series Picture,Picture,36x48,Double Pane Low-E,539,633,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1879,Andersen,A-Series,Wood,A-Series Picture,Picture,36x48,Triple Pane,657,771,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1880,Andersen,A-Series,Wood,A-Series Picture,Picture,36x48,Triple Pane Low-E,751,881,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1881,Andersen,A-Series,Wood,A-Series Picture,Picture,48x60,Double Pane,610,716,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1882,Andersen,A-Series,Wood,A-Series Picture,Picture,48x60,Double Pane Low-E,701,823,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1883,Andersen,A-Series,Wood,A-Series Picture,Picture,48x60,Triple Pane,854,1002,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1884,Andersen,A-Series,Wood,A-Series Picture,Picture,48x60,Triple Pane Low-E,976,1146,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1885,Andersen,A-Series,Wood,A-Series Picture,Picture,60x72,Double Pane,751,881,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1886,Andersen,A-Series,Wood,A-Series Picture,Picture,60x72,Double Pane Low-E,863,1013,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1887,Andersen,A-Series,Wood,A-Series Picture,Picture,60x72,Triple Pane,1051,1233,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1888,Andersen,A-Series,Wood,A-Series Picture,Picture,60x72,Triple Pane Low-E,1202,1410,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1825,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,24x36,Double Pane,397,467,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1826,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,24x36,Double Pane Low-E,457,537,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1827,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,24x36,Triple Pane,557,653,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1828,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,24x36,Triple Pane Low-E,636,746,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1829,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,36x48,Double Pane,497,583,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1830,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,36x48,Double Pane Low-E,571,671,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1831,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,36x48,Triple Pane,696,816,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1832,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,36x48,Triple Pane Low-E,795,933,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1833,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,48x60,Double Pane,646,758,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1834,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,48x60,Double Pane Low-E,742,872,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1835,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,48x60,Triple Pane,904,1062,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1836,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,48x60,Triple Pane Low-E,1033,1213,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1837,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,60x72,Double Pane,795,933,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1838,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,60x72,Double Pane Low-E,914,1074,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1839,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,60x72,Triple Pane,1113,1307,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1840,Andersen,A-Series,Wood,A-Series Single-Hung,Single-Hung,60x72,Triple Pane Low-E,1271,1493,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1889,Andersen,A-Series,Wood,A-Series Sliding,Sliding,24x36,Double Pane,420,492,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1890,Andersen,A-Series,Wood,A-Series Sliding,Sliding,24x36,Double Pane Low-E,482,566,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1891,Andersen,A-Series,Wood,A-Series Sliding,Sliding,24x36,Triple Pane,587,689,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1892,Andersen,A-Series,Wood,A-Series Sliding,Sliding,24x36,Triple Pane Low-E,672,788,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1893,Andersen,A-Series,Wood,A-Series Sliding,Sliding,36x48,Double Pane,524,616,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1894,Andersen,A-Series,Wood,A-Series Sliding,Sliding,36x48,Double Pane Low-E,603,707,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1895,Andersen,A-Series,Wood,A-Series Sliding,Sliding,36x48,Triple Pane,734,862,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1896,Andersen,A-Series,Wood,A-Series Sliding,Sliding,36x48,Triple Pane Low-E,839,985,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1897,Andersen,A-Series,Wood,A-Series Sliding,Sliding,48x60,Double Pane,682,800,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1898,Andersen,A-Series,Wood,A-Series Sliding,Sliding,48x60,Double Pane Low-E,784,920,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1899,Andersen,A-Series,Wood,A-Series Sliding,Sliding,48x60,Triple Pane,954,1120,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1900,Andersen,A-Series,Wood,A-Series Sliding,Sliding,48x60,Triple Pane Low-E,1091,1281,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1901,Andersen,A-Series,Wood,A-Series Sliding,Sliding,60x72,Double Pane,839,985,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Paintable, Natural Beauty, Excellent Insulation, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1902,Andersen,A-Series,Wood,A-Series Sliding,Sliding,60x72,Double Pane Low-E,965,1133,Energy Star Certified,0.28,0.3,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1903,Andersen,A-Series,Wood,A-Series Sliding,Sliding,60x72,Triple Pane,1175,1379,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Paintable, Natural Beauty, Excellent Insulation, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1904,Andersen,A-Series,Wood,A-Series Sliding,Sliding,60x72,Triple Pane Low-E,1342,1576,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Paintable, Natural Beauty, Excellent Insulation, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1985,Andersen,E-Series,Aluminum,E-Series Awning,Awning,24x36,Double Pane,278,326,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1986,Andersen,E-Series,Aluminum,E-Series Awning,Awning,24x36,Double Pane Low-E,320,376,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1987,Andersen,E-Series,Aluminum,E-Series Awning,Awning,24x36,Triple Pane,389,457,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1988,Andersen,E-Series,Aluminum,E-Series Awning,Awning,24x36,Triple Pane Low-E,445,523,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1989,Andersen,E-Series,Aluminum,E-Series Awning,Awning,36x48,Double Pane,348,408,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1990,Andersen,E-Series,Aluminum,E-Series Awning,Awning,36x48,Double Pane Low-E,400,470,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1991,Andersen,E-Series,Aluminum,E-Series Awning,Awning,36x48,Triple Pane,487,571,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1992,Andersen,E-Series,Aluminum,E-Series Awning,Awning,36x48,Triple Pane Low-E,557,653,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1993,Andersen,E-Series,Aluminum,E-Series Awning,Awning,48x60,Double Pane,452,530,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1994,Andersen,E-Series,Aluminum,E-Series Awning,Awning,48x60,Double Pane Low-E,520,610,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1995,Andersen,E-Series,Aluminum,E-Series Awning,Awning,48x60,Triple Pane,633,743,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1996,Andersen,E-Series,Aluminum,E-Series Awning,Awning,48x60,Triple Pane Low-E,723,849,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1997,Andersen,E-Series,Aluminum,E-Series Awning,Awning,60x72,Double Pane,557,653,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1998,Andersen,E-Series,Aluminum,E-Series Awning,Awning,60x72,Double Pane Low-E,640,752,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1999,Andersen,E-Series,Aluminum,E-Series Awning,Awning,60x72,Triple Pane,779,915,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2000,Andersen,E-Series,Aluminum,E-Series Awning,Awning,60x72,Triple Pane Low-E,891,1045,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2033,Andersen,E-Series,Aluminum,E-Series Bay,Bay,24x36,Double Pane,662,778,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2034,Andersen,E-Series,Aluminum,E-Series Bay,Bay,24x36,Double Pane Low-E,762,894,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2035,Andersen,E-Series,Aluminum,E-Series Bay,Bay,24x36,Triple Pane,927,1089,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2036,Andersen,E-Series,Aluminum,E-Series Bay,Bay,24x36,Triple Pane Low-E,1060,1244,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2037,Andersen,E-Series,Aluminum,E-Series Bay,Bay,36x48,Double Pane,828,972,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2038,Andersen,E-Series,Aluminum,E-Series Bay,Bay,36x48,Double Pane Low-E,952,1118,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2039,Andersen,E-Series,Aluminum,E-Series Bay,Bay,36x48,Triple Pane,1159,1361,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2040,Andersen,E-Series,Aluminum,E-Series Bay,Bay,36x48,Triple Pane Low-E,1325,1555,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2041,Andersen,E-Series,Aluminum,E-Series Bay,Bay,48x60,Double Pane,1076,1264,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2042,Andersen,E-Series,Aluminum,E-Series Bay,Bay,48x60,Double Pane Low-E,1238,1454,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2043,Andersen,E-Series,Aluminum,E-Series Bay,Bay,48x60,Triple Pane,1507,1769,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2044,Andersen,E-Series,Aluminum,E-Series Bay,Bay,48x60,Triple Pane Low-E,1722,2022,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2045,Andersen,E-Series,Aluminum,E-Series Bay,Bay,60x72,Double Pane,1325,1555,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2046,Andersen,E-Series,Aluminum,E-Series Bay,Bay,60x72,Double Pane Low-E,1524,1788,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2047,Andersen,E-Series,Aluminum,E-Series Bay,Bay,60x72,Triple Pane,1855,2177,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
